country,region,year,gdp_per_capita,infant_mortality,population
Fiji Islands,Oceania,2011,4324.685529,20.0,867921
Kiribati,Oceania,2011,1735.554045,47.0,99250
"Micronesia, Fed. Sts.",Oceania,2011,3000.150052,32.0,103424
Vanuatu,Oceania,2011,3249.862527,15.0,241778
Tonga,Oceania,2011,4046.119871,11.0,104554
Samoa,Oceania,2011,3370.833718,16.0,187429
Papua New Guinea,Oceania,2011,1767.238662,50.0,7012977
Solomon Islands,Oceania,2011,1614.459079,26.0,537997
Marshall Islands,Oceania,2012,3291.789554,31.0,52555
New Zealand,Oceania,2012,38574.328897,5.0,4433000
Australia,Oceania,2012,67329.991771,4.0,22723900
Fiji Islands,Oceania,2012,4613.269939,20.0,874742
Kiribati,Oceania,2012,1736.198172,46.0,100786
"Micronesia, Fed. Sts.",Oceania,2012,3154.513864,31.0,103395
Tonga,Oceania,2012,4493.720252,11.0,104941
Vanuatu,Oceania,2012,3182.609277,15.0,247262
Samoa,Oceania,2012,3622.621047,16.0,188889
Papua New Guinea,Oceania,2012,2184.163461,48.0,7167010
Solomon Islands,Oceania,2012,1819.461536,26.0,549598
St. Kitts and Nevis,The Americas,2004,10275.469672,11.0,48421
Dominica,The Americas,2004,5218.298599,13.0,70325
Canada,The Americas,2004,31879.981247,5.0,31995000
Cuba,The Americas,2004,3388.766954,6.0,11273363
United States,The Americas,2004,42007.436628,7.0,292805298
Trinidad and Tobago,The Americas,2004,9985.215426,24.0,1290379
Chile,The Americas,2004,6246.814357,8.0,16168241
Uruguay,The Americas,2004,4117.649448,13.0,3323822
Jamaica,The Americas,2004,3862.063372,18.0,2634145
St. Vincent and the Grenadines,The Americas,2004,4813.329729,19.0,108562
St. Lucia,The Americas,2004,5250.552918,15.0,163460
Costa Rica,The Americas,2004,4379.391063,9.0,4246336
Grenada,The Americas,2004,5844.959729,13.0,102655
Suriname,The Americas,2004,3007.925792,27.0,493394
El Salvador,The Americas,2004,2611.161072,21.0,6050297
Guyana,The Americas,2004,1038.285476,36.0,756939
Colombia,The Americas,2004,2751.153056,19.0,42527623
Peru,The Americas,2004,2397.565762,23.0,27403845
Venezuela,The Americas,2004,4264.826536,16.0,26261326
Mexico,The Americas,2004,7039.57843,17.0,109381550
Panama,The Americas,2004,4292.41963,20.0,3303335
Dominican Republic,The Americas,2004,2407.18928,30.0,9207389
Ecuador,The Americas,2004,2704.665155,25.0,13529091
Paraguay,The Americas,2004,1386.746027,25.0,5793330
Nicaragua,The Americas,2004,1075.98338,27.0,5386299
Haiti,The Americas,2004,400.932174,67.0,9129933
Honduras,The Americas,2004,1297.196832,27.0,6762426
Guatemala,The Americas,2004,1937.715706,35.0,12367800
Dominica,The Americas,2005,5126.249865,12.0,70542
St. Kitts and Nevis,The Americas,2005,10916.190114,11.0,49139
Cuba,The Americas,2005,3776.470549,5.0,11292078
Canada,The Americas,2005,35899.975241,5.0,32312000
Barbados,The Americas,2005,14224.982454,15.0,273568
United States,The Americas,2005,44329.151203,7.0,295516599
Trinidad and Tobago,The Americas,2005,12405.056149,24.0,1296933
"Bahamas, The",The Americas,2005,23416.903685,13.0,329088
Uruguay,The Americas,2005,5221.673188,12.0,3325155
Chile,The Americas,2005,7589.78486,8.0,16337749
St. Lucia,The Americas,2005,5492.864915,15.0,165407
Costa Rica,The Americas,2005,4621.364127,9.0,4320130
Brazil,The Americas,2005,4738.3078,20.0,186142403
Jamaica,The Americas,2005,4189.655883,18.0,2643601
St. Vincent and the Grenadines,The Americas,2005,5070.682443,19.0,108749
Argentina,The Americas,2005,5770.048707,15.0,38647854
Grenada,The Americas,2005,6803.545289,13.0,102951
Antigua and Barbuda,The Americas,2005,12135.541028,11.0,82565
Suriname,The Americas,2005,3590.541042,26.0,499523
El Salvador,The Americas,2005,2814.93504,20.0,6072538
Colombia,The Americas,2005,3404.036483,18.0,43184026
Guyana,The Americas,2005,1084.1794,36.0,760834
Peru,The Americas,2005,2674.566364,22.0,27723281
Venezuela,The Americas,2005,5462.866223,16.0,26725897
Mexico,The Americas,2005,7820.696464,17.0,110731826
Panama,The Americas,2005,4594.481939,19.0,3365929
Dominican Republic,The Americas,2005,3635.706812,29.0,9343362
Ecuador,The Americas,2005,3012.752437,24.0,13777131
Nicaragua,The Americas,2005,1158.997008,26.0,5455219
Paraguay,The Americas,2005,1479.403778,24.0,5904170
Belize,The Americas,2005,4097.528685,18.0,271920
Haiti,The Americas,2005,448.58483,66.0,9260879
Bolivia,The Americas,2005,1020.790305,44.0,9354709
Honduras,The Americas,2005,1401.978767,26.0,6898825
Guatemala,The Americas,2005,2146.179053,33.0,12678919
St. Kitts and Nevis,The Americas,2006,12634.96333,10.0,49823
Cuba,The Americas,2006,4666.988169,5.0,11301100
Canada,The Americas,2006,40220.438707,5.0,32570505
Barbados,The Americas,2006,15691.848263,14.0,274923
United States,The Americas,2006,46584.905488,7.0,298379912
Dominica,The Americas,2006,5408.107795,12.0,70690
Trinidad and Tobago,The Americas,2006,14162.805421,23.0,1303478
"Bahamas, The",The Americas,2006,23733.807676,12.0,335622
Uruguay,The Americas,2006,5879.340339,12.0,3330217
Chile,The Americas,2006,9391.361038,8.0,16504530
Jamaica,The Americas,2006,4486.555676,18.0,2653042
Brazil,The Americas,2006,5793.733057,19.0,188134315
St. Lucia,The Americas,2006,6072.297576,15.0,167658
Costa Rica,The Americas,2006,5128.400753,9.0,4392493
St. Vincent and the Grenadines,The Americas,2006,5610.608275,19.0,108908
Argentina,The Americas,2006,6771.153951,15.0,38988923
Antigua and Barbuda,The Americas,2006,13675.085243,10.0,83467
Grenada,The Americas,2006,6825.126244,13.0,103260
Suriname,The Americas,2006,5198.27013,25.0,505186
El Salvador,The Americas,2006,3042.748428,19.0,6096692
Colombia,The Americas,2006,3717.949508,18.0,43841370
Mexico,The Americas,2006,8624.942152,16.0,112116694
Guyana,The Americas,2006,1905.555189,35.0,765367
Peru,The Americas,2006,3123.509792,20.0,28030688
Venezuela,The Americas,2006,6730.197277,15.0,27190882
Panama,The Americas,2006,4998.382679,19.0,3428509
Dominican Republic,The Americas,2006,3794.07334,28.0,9479269
Ecuador,The Americas,2006,3337.400363,23.0,14023503
Paraguay,The Americas,2006,1772.635325,23.0,6014781
Nicaragua,The Americas,2006,1228.313126,25.0,5524927
Belize,The Americas,2006,4363.854688,18.0,278985
Haiti,The Americas,2006,519.749143,64.0,9388642
Bolivia,The Americas,2006,1203.254183,42.0,9517395
Honduras,The Americas,2006,1540.580359,25.0,7037428
Guatemala,The Americas,2006,2326.299385,32.0,12995374
Dominica,The Americas,2007,5827.990578,12.0,70795
St. Kitts and Nevis,The Americas,2007,13551.924839,10.0,50478
Cuba,The Americas,2007,5185.382272,5.0,11301674
Canada,The Americas,2007,44393.188893,5.0,32887928
Barbados,The Americas,2007,16335.959924,14.0,276277
United States,The Americas,2007,48135.782957,7.0,301231207
Trinidad and Tobago,The Americas,2007,16663.916907,23.0,1310040
"Bahamas, The",The Americas,2007,24321.065111,12.0,342049
Uruguay,The Americas,2007,7012.53568,12.0,3338384
Chile,The Americas,2007,10378.614247,8.0,16668892
Jamaica,The Americas,2007,4815.078502,17.0,2662481
Brazil,The Americas,2007,7210.641079,18.0,189996976
St. Lucia,The Americas,2007,6732.660991,14.0,170149
Argentina,The Americas,2007,8390.252083,14.0,39331357
Costa Rica,The Americas,2007,5897.527844,9.0,4463226
St. Vincent and the Grenadines,The Americas,2007,6273.319033,19.0,109045
Antigua and Barbuda,The Americas,2007,15276.126355,10.0,84397
Suriname,The Americas,2007,5753.178227,24.0,510433
Grenada,The Americas,2007,7326.172214,12.0,103586
El Salvador,The Americas,2007,3283.530558,18.0,6122952
Colombia,The Americas,2007,4674.326419,17.0,44498390
Peru,The Americas,2007,3600.625662,19.0,28328410
Mexico,The Americas,2007,9160.588902,16.0,113529819
Panama,The Americas,2007,6050.327783,18.0,3491034
Guyana,The Americas,2007,2258.981009,34.0,770407
Venezuela,The Americas,2007,8316.478303,15.0,27655937
Dominican Republic,The Americas,2007,4297.515241,28.0,9615015
Ecuador,The Americas,2007,3574.877893,23.0,14268397
Paraguay,The Americas,2007,2252.125336,23.0,6125285
Nicaragua,The Americas,2007,1332.878804,24.0,5595533
Belize,The Americas,2007,4509.147577,17.0,286196
Haiti,The Americas,2007,618.614937,63.0,9513714
Bolivia,The Americas,2007,1355.887234,40.0,9676456
Honduras,The Americas,2007,1710.050946,24.0,7178436
Guatemala,The Americas,2007,2561.4419,31.0,13317931
Dominica,The Americas,2008,6379.840328,12.0,70883
St. Kitts and Nevis,The Americas,2008,14377.124144,9.0,51110
Cuba,The Americas,2008,5382.815961,5.0,11296355
Canada,The Americas,2008,46321.678248,5.0,33245773
Barbados,The Americas,2008,16358.046925,14.0,277634
United States,The Americas,2008,48340.321228,7.0,304093966
Trinidad and Tobago,The Americas,2008,21395.27898,22.0,1316449
Uruguay,The Americas,2008,9067.504655,11.0,3348898
Chile,The Americas,2008,10694.434806,8.0,16831184
Brazil,The Americas,2008,8604.255841,17.0,191765567
Jamaica,The Americas,2008,5118.703392,17.0,2671934
"Bahamas, The",The Americas,2008,23674.140208,12.0,348340
Costa Rica,The Americas,2008,6581.308114,9.0,4532711
St. Lucia,The Americas,2008,6854.898711,14.0,172734
Argentina,The Americas,2008,10232.864973,14.0,39676083
St. Vincent and the Grenadines,The Americas,2008,6372.007146,19.0,109158
Antigua and Barbuda,The Americas,2008,15787.03215,9.0,85349
Suriname,The Americas,2008,6855.182344,24.0,515372
Grenada,The Americas,2008,7946.791277,12.0,103932
Colombia,The Americas,2008,5403.844707,17.0,45153037
Mexico,The Americas,2008,9567.876512,15.0,114968039
El Salvador,The Americas,2008,3483.70942,17.0,6151776
Peru,The Americas,2008,4226.981501,17.0,28625628
Venezuela,The Americas,2008,11237.42866,14.0,28120312
Panama,The Americas,2008,7002.712834,18.0,3553480
Guyana,The Americas,2008,2478.408487,34.0,775739
Ecuador,The Americas,2008,4255.851995,22.0,14512402
Dominican Republic,The Americas,2008,4696.950916,27.0,9750195
Paraguay,The Americas,2008,2967.30497,22.0,6236005
Nicaragua,The Americas,2008,1498.129321,24.0,5667983
Belize,The Americas,2008,4665.399395,17.0,293544
Haiti,The Americas,2008,679.431139,61.0,9638255
Bolivia,The Americas,2008,1695.562179,38.0,9834098
Honduras,The Americas,2008,1883.232362,23.0,7322368
Guatemala,The Americas,2008,2867.494247,30.0,13648307
Dominica,The Americas,2009,6797.46173,11.0,70996
St. Kitts and Nevis,The Americas,2009,13703.367207,9.0,51731
Cuba,The Americas,2009,5499.120103,5.0,11288826
Canada,The Americas,2009,40739.167894,5.0,33628571
Barbados,The Americas,2009,16460.757116,14.0,279006
United States,The Americas,2009,46940.470802,6.0,306771529
Chile,The Americas,2009,10122.571988,8.0,16991729
Trinidad and Tobago,The Americas,2009,14617.775079,21.0,1322518
Uruguay,The Americas,2009,9064.707044,11.0,3360431
Brazil,The Americas,2009,8372.485816,16.0,193490922
Jamaica,The Americas,2009,4521.923804,16.0,2681386
"Bahamas, The",The Americas,2009,22060.92098,12.0,354492
Costa Rica,The Americas,2009,6385.56513,9.0,4601424
St. Vincent and the Grenadines,The Americas,2009,6176.851184,19.0,109249
St. Lucia,The Americas,2009,6735.159817,14.0,175200
Argentina,The Americas,2009,9444.418113,13.0,40023641
Antigua and Barbuda,The Americas,2009,13977.940857,9.0,86300
Suriname,The Americas,2009,7450.232588,23.0,520173
Grenada,The Americas,2009,7397.037931,12.0,104296
Colombia,The Americas,2009,5108.884632,16.0,45802561
Mexico,The Americas,2009,7687.500807,15.0,116422752
El Salvador,The Americas,2009,3341.320201,16.0,6183484
Peru,The Americas,2009,4181.887499,16.0,28934303
Venezuela,The Americas,2009,11510.322205,14.0,28583040
Panama,The Americas,2009,7169.857345,17.0,3615846
Guyana,The Americas,2009,2593.370619,33.0,781055
Dominican Republic,The Americas,2009,4702.925603,26.0,9884265
Ecuador,The Americas,2009,4236.777555,22.0,14756424
Nicaragua,The Americas,2009,1459.212417,23.0,5743329
Paraguay,The Americas,2009,2509.680462,21.0,6347383
Belize,The Americas,2009,4446.607489,16.0,301016
Haiti,The Americas,2009,674.300691,60.0,9765153
Bolivia,The Americas,2009,1735.14337,36.0,9993406
Honduras,The Americas,2009,1952.850106,22.0,7469844
Guatemala,The Americas,2009,2697.379264,29.0,13988988
St. Kitts and Nevis,The Americas,2010,13222.459925,9.0,52352
Cuba,The Americas,2010,5701.962671,5.0,11281768
Canada,The Americas,2010,47345.597039,5.0,34005274
Dominica,The Americas,2010,6677.043925,11.0,71167
Barbados,The Americas,2010,15812.279776,14.0,280396
United States,The Americas,2010,48492.482671,6.0,309326295
Chile,The Americas,2010,12710.806985,8.0,17150760
Trinidad and Tobago,The Americas,2010,15630.050454,21.0,1328095
Jamaica,The Americas,2010,4917.023202,16.0,2690824
Uruguay,The Americas,2010,11530.637493,11.0,3371982
Brazil,The Americas,2010,10962.5445,15.0,195210154
St. Lucia,The Americas,2010,7058.869214,14.0,177397
"Bahamas, The",The Americas,2010,21881.083945,11.0,360498
Costa Rica,The Americas,2010,7773.185487,9.0,4669685
St. Vincent and the Grenadines,The Americas,2010,6234.050651,19.0,109316
Argentina,The Americas,2010,11467.712667,13.0,40374224
Antigua and Barbuda,The Americas,2010,13017.499754,9.0,87233
Suriname,The Americas,2010,8320.698343,22.0,524960
Grenada,The Americas,2010,7366.576201,12.0,104677
El Salvador,The Americas,2010,3444.456148,15.0,6218195
Colombia,The Americas,2010,6179.378797,16.0,46444798
Mexico,The Americas,2010,8906.879541,14.0,117886404
Panama,The Americas,2010,7833.903551,17.0,3678128
Peru,The Americas,2010,5091.783672,15.0,29262830
Venezuela,The Americas,2010,13565.959468,14.0,29043283
Guyana,The Americas,2010,2873.952008,32.0,786126
Dominican Republic,The Americas,2010,5089.467926,26.0,10016797
Ecuador,The Americas,2010,4500.591558,21.0,15001072
Paraguay,The Americas,2010,3100.835119,21.0,6459721
Belize,The Americas,2010,4531.829744,16.0,308595
Nicaragua,The Americas,2010,1535.192323,22.0,5822209
Bolivia,The Americas,2010,1934.666067,35.0,10156601
Haiti,The Americas,2010,669.186929,73.0,9896400
Honduras,The Americas,2010,2078.32576,21.0,7621204
Guatemala,The Americas,2010,2882.389487,28.0,14341576
Dominica,The Americas,2011,6883.397726,11.0,71401
St. Kitts and Nevis,The Americas,2011,13746.165789,8.0,52971
Cuba,The Americas,2011,6051.222001,6.0,11276053
Canada,The Americas,2011,51830.399286,5.0,34342780
Barbados,The Americas,2011,15503.328555,14.0,281804
United States,The Americas,2011,49746.044198,6.0,311582564
Chile,The Americas,2011,14501.588213,7.0,17308449
Trinidad and Tobago,The Americas,2011,17760.60909,20.0,1333082
Brazil,The Americas,2011,12592.978965,14.0,196935134
Jamaica,The Americas,2011,5346.219339,15.0,2699838
"Bahamas, The",The Americas,2011,21490.357081,11.0,366331
Uruguay,The Americas,2011,13960.959384,10.0,3383486
St. Lucia,The Americas,2011,7228.865383,13.0,179271
Costa Rica,The Americas,2011,8704.111887,9.0,4737680
St. Vincent and the Grenadines,The Americas,2011,6191.071783,18.0,109357
Argentina,The Americas,2011,13700.399949,13.0,40728738
Antigua and Barbuda,The Americas,2011,12785.155606,8.0,88152
Suriname,The Americas,2011,8236.202918,22.0,529761
Grenada,The Americas,2011,7409.240202,11.0,105074
Colombia,The Americas,2011,7115.730582,15.0,47078792
Mexico,The Americas,2011,9802.177563,14.0,119361233
El Salvador,The Americas,2011,3698.546188,15.0,6256242
Venezuela,The Americas,2011,10711.637465,14.0,29500625
Peru,The Americas,2011,5774.122994,14.0,29614887
Panama,The Americas,2011,8895.184909,16.0,3740282
Guyana,The Americas,2011,3257.884864,32.0,790882
Ecuador,The Americas,2011,5035.242493,20.0,15246481
Dominican Republic,The Americas,2011,5462.696584,25.0,10147598
Paraguay,The Americas,2011,3814.213163,20.0,6573097
Nicaragua,The Americas,2011,1676.257887,21.0,5905146
Belize,The Americas,2011,4707.8538,15.0,316280
Haiti,The Americas,2011,749.221176,57.0,10032864
Bolivia,The Americas,2011,2319.595984,33.0,10324445
Honduras,The Americas,2011,2277.366515,20.0,7776669
Guatemala,The Americas,2011,3240.372419,28.0,14706578
Dominica,The Americas,2012,6913.056693,11.0,71684
St. Kitts and Nevis,The Americas,2012,13658.029486,8.0,53584
Canada,The Americas,2012,52367.602616,5.0,34754312
Barbados,The Americas,2012,14917.149505,14.0,283221
United States,The Americas,2012,51613.119462,6.0,313873685
Chile,The Americas,2012,15230.623126,7.0,17464814
Trinidad and Tobago,The Americas,2012,17523.298274,20.0,1337439
Brazil,The Americas,2012,11326.110386,13.0,198656019
Jamaica,The Americas,2012,5463.762007,15.0,2707805
"Bahamas, The",The Americas,2012,21908.28046,11.0,371960
Uruguay,The Americas,2012,14727.725641,10.0,3395253
Costa Rica,The Americas,2012,9442.66454,9.0,4805295
St. Lucia,The Americas,2012,7287.820799,13.0,180870
St. Vincent and the Grenadines,The Americas,2012,6349.322447,18.0,109373
Argentina,The Americas,2012,14676.201021,12.0,41086927
Antigua and Barbuda,The Americas,2012,13406.169082,8.0,89069
Suriname,The Americas,2012,9376.495371,21.0,534541
Grenada,The Americas,2012,7598.205085,11.0,105483
Colombia,The Americas,2012,7756.09358,15.0,47704427
Mexico,The Americas,2012,9847.123246,13.0,120847477
El Salvador,The Americas,2012,3781.500729,14.0,6297394
Peru,The Americas,2012,6435.95062,14.0,29987800
Venezuela,The Americas,2012,12719.171183,13.0,29954782
Panama,The Americas,2012,9982.481568,16.0,3802281
Guyana,The Americas,2012,3584.693489,31.0,795369
Dominican Republic,The Americas,2012,5733.451158,24.0,10276621
Ecuador,The Americas,2012,5424.633611,20.0,15492264
Nicaragua,The Americas,2012,1776.61014,21.0,5991733
Paraguay,The Americas,2012,3680.232059,19.0,6687361
Belize,The Americas,2012,4852.496451,15.0,324060
Haiti,The Americas,2012,775.544624,56.0,10173775
Bolivia,The Americas,2012,2575.683695,32.0,10496285
Honduras,The Americas,2012,2339.292439,20.0,7935846
Guatemala,The Americas,2012,3340.782301,27.0,15082831
