country,region,year,gdp_per_capita,infant_mortality,population
Ghana,Africa,2007,1099.084759,57.0,22525659
Gabon,Africa,2007,7994.304825,48.0,1447388
Central African Republic,Africa,2007,413.481439,108.0,4106897
Cote d'Ivoire,Africa,2007,1102.882499,84.0,17949061
Sudan,Africa,2007,1368.418274,59.0,33218250
Mauritania,Africa,2007,1008.024396,73.0,3330037
Ethiopia,Africa,2007,240.508153,61.0,80440708
Madagascar,Africa,2007,379.0665,49.0,19371023
Equatorial Guinea,Africa,2007,15943.794066,82.0,639618
Togo,Africa,2007,432.484413,65.0,5834806
Kenya,Africa,2007,721.459011,58.0,37752304
Rwanda,Africa,2007,373.463644,55.0,9928143
Sao Tome and Principe,Africa,2007,882.913624,44.0,163390
Guinea,Africa,2007,411.484707,79.0,10046967
Congo (Brazzaville),Africa,2007,2233.308252,53.0,3758858
Liberia,Africa,2007,209.814085,72.0,3522294
Benin,Africa,2007,632.36087,69.0,8707490
Comoros,Africa,2007,734.822863,68.0,632736
Senegal,Africa,2007,947.889805,52.0,11904974
Sierra Leone,Africa,2007,398.568545,122.0,5416015
Cameroon,Africa,2007,1069.856826,73.0,19097676
Guinea-Bissau,Africa,2007,465.340262,91.0,1484337
Eritrea,Africa,2007,252.97763,44.0,5209846
Nigeria,Africa,2007,1127.81429,91.0,147187353
Malawi,Africa,2007,265.996908,64.0,13713758
Tanzania,Africa,2007,409.18465,50.0,41119693
Mozambique,Africa,2007,362.432425,82.0,22171404
Zambia,Africa,2007,953.078708,70.0,12109620
Burundi,Africa,2007,162.827509,69.0,8328312
Burkina Faso,Africa,2007,474.589978,79.0,14235075
"Gambia, The",Africa,2007,522.339918,55.0,1529406
Congo (Kinshasa),Africa,2007,286.14472,100.0,57187942
Uganda,Africa,2007,400.042794,61.0,30728747
Angola,Africa,2007,3412.718998,117.0,17712824
Mali,Africa,2007,561.496333,90.0,12725629
Chad,Africa,2007,807.78157,99.0,10694366
Niger,Africa,2007,302.266408,75.0,14197289
Mauritius,Africa,2008,7599.986676,14.0,1268565
Seychelles,Africa,2008,11123.004451,12.0,86956
Tunisia,Africa,2008,4342.823177,17.0,10328900
Morocco,Africa,2008,2871.346605,31.0,30955151
South Africa,Africa,2008,5508.334978,46.0,49561256
Libya,Africa,2008,15853.461509,16.0,5876805
Egypt,Africa,2008,2159.171414,21.0,75491922
Algeria,Africa,2008,4786.51352,25.0,35725377
Botswana,Africa,2008,5746.978872,43.0,1933719
Lesotho,Africa,2008,826.827107,82.0,1972199
Namibia,Africa,2008,4023.689623,41.0,2110791
Djibouti,Africa,2008,1233.311121,66.0,810100
Eswatini,Africa,2008,2616.946693,74.0,1153929
Zimbabwe,Africa,2008,345.407434,58.0,12784041
Ghana,Africa,2008,1234.437253,56.0,23110139
Gabon,Africa,2008,10577.916763,46.0,1482843
Central African Republic,Africa,2008,474.389479,107.0,4185106
Cote d'Ivoire,Africa,2008,1282.267082,82.0,18260044
Ethiopia,Africa,2008,321.604188,57.0,82621190
Mauritania,Africa,2008,1107.318275,72.0,3422901
Sudan,Africa,2008,1588.786314,58.0,34040065
Madagascar,Africa,2008,472.3794,47.0,19926785
Equatorial Guinea,Africa,2008,23432.38666,80.0,658025
Sao Tome and Principe,Africa,2008,1090.41138,43.0,168253
South Sudan,Africa,2008,1796.659279,76.0,9118386
Togo,Africa,2008,528.337588,64.0,5987491
Kenya,Africa,2008,785.7342,56.0,38773277
Liberia,Africa,2008,231.447496,67.0,3672714
Comoros,Africa,2008,816.478225,66.0,649291
Rwanda,Africa,2008,457.211346,50.0,10222961
Cameroon,Africa,2008,1211.304186,71.0,19595026
Guinea-Bissau,Africa,2008,555.659465,89.0,1516920
Guinea,Africa,2008,437.805683,77.0,10314678
Congo (Brazzaville),Africa,2008,3059.226535,49.0,3876475
Benin,Africa,2008,739.256128,66.0,8973293
Eritrea,Africa,2008,256.43757,42.0,5382163
Senegal,Africa,2008,1093.763799,51.0,12238791
Sierra Leone,Africa,2008,452.920727,120.0,5532139
Tanzania,Africa,2008,489.096398,47.0,42353790
Mozambique,Africa,2008,434.53015,78.0,22762525
Nigeria,Africa,2008,1375.587865,88.0,151208080
Malawi,Africa,2008,302.497319,59.0,14138207
Zambia,Africa,2008,1175.351051,67.0,12456527
Burkina Faso,Africa,2008,569.639293,76.0,14659646
"Gambia, The",Africa,2008,612.028578,54.0,1577984
Congo (Kinshasa),Africa,2008,326.527953,97.0,58819038
Burundi,Africa,2008,186.871749,66.0,8624280
Uganda,Africa,2008,448.066863,57.0,31778799
Chad,Africa,2008,938.471829,97.0,11030628
Angola,Africa,2008,4596.268431,115.0,18314441
Mali,Africa,2008,665.054689,88.0,13138299
Niger,Africa,2008,366.630679,72.0,14737895
Mauritius,Africa,2009,6928.972012,14.0,1275032
Seychelles,Africa,2009,9707.265367,12.0,87298
Tunisia,Africa,2009,4162.509669,16.0,10439600
Morocco,Africa,2009,2906.598136,30.0,31276564
South Africa,Africa,2009,5654.780133,40.0,50222996
Libya,Africa,2009,10455.574867,15.0,5964325
Egypt,Africa,2009,2461.73811,21.0,76775023
Algeria,Africa,2009,3765.463618,24.0,36383302
Botswana,Africa,2009,5178.439109,41.0,1951715
Namibia,Africa,2009,4070.032745,39.0,2143498
Lesotho,Africa,2009,858.734594,80.0,1989873
Djibouti,Africa,2009,1458.873787,64.0,821865
Eswatini,Africa,2009,2679.338583,68.0,1173678
Zimbabwe,Africa,2009,632.875267,59.0,12888918
Ghana,Africa,2009,1096.533657,56.0,23691533
Gabon,Africa,2009,7919.710893,45.0,1519155
Central African Republic,Africa,2009,464.513231,105.0,4266247
Ethiopia,Africa,2009,375.342958,54.0,84838032
Sudan,Africa,2009,1516.073821,56.0,34853178
Cote d'Ivoire,Africa,2009,1238.708134,79.0,18601342
Mauritania,Africa,2009,860.911995,71.0,3516077
Madagascar,Africa,2009,417.178526,45.0,20495695
Equatorial Guinea,Africa,2009,13858.903407,78.0,676851
Kenya,Africa,2009,771.288108,54.0,39824734
Rwanda,Africa,2009,494.667807,47.0,10529668
Sao Tome and Principe,Africa,2009,1134.113594,41.0,173240
South Sudan,Africa,2009,1396.868625,73.0,9520571
Togo,Africa,2009,514.773005,62.0,6144457
Benin,Africa,2009,712.616527,64.0,9240783
Liberia,Africa,2009,302.280352,64.0,3821440
Comoros,Africa,2009,803.486108,65.0,666097
Sierra Leone,Africa,2009,435.010393,117.0,5641182
Cameroon,Africa,2009,1102.520394,69.0,20103945
Guinea-Bissau,Africa,2009,536.802807,87.0,1550905
Guinea,Africa,2009,435.175663,74.0,10593248
Congo (Brazzaville),Africa,2009,2401.298155,45.0,3995146
Eritrea,Africa,2009,334.064885,41.0,5557889
Senegal,Africa,2009,1017.968601,49.0,12586827
Mozambique,Africa,2009,414.110156,74.0,23361025
Malawi,Africa,2009,345.194761,55.0,14573338
Tanzania,Africa,2009,489.649102,44.0,43639752
Nigeria,Africa,2009,1087.648929,85.0,155381020
Zambia,Africa,2009,998.440434,65.0,12825031
Burkina Faso,Africa,2009,553.042374,73.0,15094967
"Gambia, The",Africa,2009,553.099351,53.0,1628332
Congo (Kinshasa),Africa,2009,301.93252,95.0,60486276
Burundi,Africa,2009,194.896666,63.0,8926687
Uganda,Africa,2009,451.081551,54.0,32864328
Angola,Africa,2009,3988.683557,112.0,18926650
Chad,Africa,2009,813.75603,95.0,11371325
Mali,Africa,2009,661.131711,85.0,13559296
Niger,Africa,2009,352.685114,69.0,15302948
Mauritius,Africa,2010,7586.969534,13.0,1280924
Seychelles,Africa,2010,10842.773064,12.0,89770
Tunisia,Africa,2010,4176.097765,15.0,10549100
South Africa,Africa,2010,7171.529507,35.0,50895698
Morocco,Africa,2010,2868.644167,29.0,31642360
Libya,Africa,2010,12375.449527,14.0,6040612
Botswana,Africa,2010,6980.361809,40.0,1969341
Egypt,Africa,2010,2804.969869,20.0,78075705
Algeria,Africa,2010,4343.975985,24.0,37062820
Namibia,Africa,2010,5113.164852,38.0,2178967
Lesotho,Africa,2010,1083.012065,77.0,2008921
Djibouti,Africa,2010,1353.193028,62.0,834036
Eswatini,Africa,2010,3261.593263,63.0,1193148
Zimbabwe,Africa,2010,723.164645,59.0,13076978
Ghana,Africa,2010,1326.066112,55.0,24262901
Gabon,Africa,2010,9362.113583,43.0,1556222
Central African Republic,Africa,2010,456.563409,103.0,4349921
Ethiopia,Africa,2010,337.396143,51.0,87095281
Mauritania,Africa,2010,977.150519,70.0,3609420
Sudan,Africa,2010,1840.913099,55.0,35652002
Madagascar,Africa,2010,412.959052,44.0,21079532
Sao Tome and Principe,Africa,2010,1127.98167,40.0,178228
Cote d'Ivoire,Africa,2010,1207.84514,77.0,18976588
Equatorial Guinea,Africa,2010,16643.143796,76.0,696167
South Sudan,Africa,2010,1643.559765,71.0,9940929
Togo,Africa,2010,503.161824,61.0,6306014
Kenya,Africa,2010,792.979037,52.0,40909194
Liberia,Africa,2010,326.60428,60.0,3957990
Comoros,Africa,2010,795.478437,63.0,683081
Rwanda,Africa,2010,519.050305,44.0,10836732
Sierra Leone,Africa,2010,448.221526,114.0,5751976
Guinea,Africa,2010,435.448888,71.0,10876033
Benin,Africa,2010,689.648331,62.0,9509798
Eritrea,Africa,2010,368.747758,39.0,5741159
Guinea-Bissau,Africa,2010,526.521024,85.0,1586624
Cameroon,Africa,2010,1090.619066,66.0,20624343
Congo (Brazzaville),Africa,2010,2920.406708,42.0,4111715
Senegal,Africa,2010,998.599576,47.0,12950564
Mozambique,Africa,2010,386.963165,72.0,23967265
Malawi,Africa,2010,359.579527,53.0,15013694
Tanzania,Africa,2010,509.524296,41.0,44973330
Nigeria,Africa,2010,2310.469784,82.0,159707780
Zambia,Africa,2010,1224.953863,64.0,13216985
Burkina Faso,Africa,2010,592.60747,70.0,15540284
"Gambia, The",Africa,2010,566.335325,52.0,1680640
Congo (Kinshasa),Africa,2010,330.003266,92.0,62191161
Burundi,Africa,2010,219.529799,61.0,9232753
Uganda,Africa,2010,471.67728,51.0,33987213
Angola,Africa,2010,4218.649126,110.0,19549124
Chad,Africa,2010,909.299907,94.0,11720781
Mali,Africa,2010,673.694661,83.0,13985961
Niger,Africa,2010,359.801242,66.0,15893746
Mauritius,Africa,2011,8749.579807,13.0,1286051
Seychelles,Africa,2011,12117.805412,12.0,87441
Tunisia,Africa,2011,4305.039388,14.0,10673800
South Africa,Africa,2011,7832.554107,34.0,51579599
Morocco,Africa,2011,3094.607658,28.0,32059424
Libya,Africa,2011,5685.412227,14.0,6103233
Botswana,Africa,2011,7697.396215,39.0,1986701
Egypt,Africa,2011,2972.574249,19.0,79392466
Algeria,Africa,2011,5269.713748,23.0,37762962
Namibia,Africa,2011,5614.92591,36.0,2217618
Lesotho,Africa,2011,1225.589238,73.0,2029516
Djibouti,Africa,2011,1463.592224,61.0,846646
Eswatini,Africa,2011,3420.155472,58.0,1212159
Zimbabwe,Africa,2011,820.154315,58.0,13358738
Ghana,Africa,2011,1594.030809,54.0,24820706
Gabon,Africa,2011,11791.587779,42.0,1594034
Sudan,Africa,2011,1847.903021,54.0,36430923
Ethiopia,Africa,2011,350.895312,48.0,89393063
Central African Republic,Africa,2011,494.92608,100.0,4436217
Mauritania,Africa,2011,1117.026355,69.0,3702763
Madagascar,Africa,2011,454.541797,42.0,21678934
Equatorial Guinea,Africa,2011,21949.622834,73.0,715996
Comoros,Africa,2011,871.692016,61.0,700216
Kenya,Africa,2011,816.441535,50.0,42027891
Rwanda,Africa,2011,574.887467,41.0,11144315
Sao Tome and Principe,Africa,2011,1355.447343,39.0,183177
Cote d'Ivoire,Africa,2011,1241.599319,75.0,19389954
South Sudan,Africa,2011,2001.916653,68.0,10381110
Togo,Africa,2011,580.322409,59.0,6472304
Benin,Africa,2011,745.915475,60.0,9779795
Liberia,Africa,2011,376.928454,58.0,4079697
Sierra Leone,Africa,2011,499.919613,112.0,5865491
Guinea-Bissau,Africa,2011,595.829249,82.0,1624228
Cameroon,Africa,2011,1204.698212,64.0,21156272
Guinea,Africa,2011,454.002278,69.0,11161530
Congo (Brazzaville),Africa,2011,3414.054709,39.0,4225359
Eritrea,Africa,2011,439.542371,38.0,5932852
Senegal,Africa,2011,1083.261675,46.0,13330737
Mozambique,Africa,2011,510.463409,68.0,24581367
Malawi,Africa,2011,364.087773,49.0,15457531
Tanzania,Africa,2011,515.033275,39.0,46354607
Nigeria,Africa,2011,2509.243318,79.0,164192925
Burkina Faso,Africa,2011,649.92523,68.0,15995313
Zambia,Africa,2011,1408.389233,59.0,13633796
"Gambia, The",Africa,2011,517.752432,51.0,1734966
Congo (Kinshasa),Africa,2011,372.768149,90.0,63931512
Uganda,Africa,2011,440.801521,49.0,35148064
Burundi,Africa,2011,246.914327,59.0,9540362
Angola,Africa,2011,5153.492309,107.0,20180490
Chad,Africa,2011,1006.319771,92.0,12080037
Mali,Africa,2011,738.554478,81.0,14416737
Niger,Africa,2011,388.326731,64.0,16511462
Mauritius,Africa,2012,8861.799618,13.0,1291167
Seychelles,Africa,2012,11689.289616,12.0,88303
Tunisia,Africa,2012,4197.494,14.0,10777500
South Africa,Africa,2012,7307.516058,34.0,52274945
Libya,Africa,2012,13302.790848,13.0,6154623
Morocco,Africa,2012,2951.359136,27.0,32521143
Botswana,Africa,2012,7254.562607,37.0,2003910
Egypt,Africa,2012,3258.100772,19.0,80721874
Algeria,Africa,2012,5301.220411,22.0,38481705
Namibia,Africa,2012,5930.524946,36.0,2259393
Lesotho,Africa,2012,1134.85021,74.0,2051545
Djibouti,Africa,2012,1574.628968,59.0,859652
Eswatini,Africa,2012,3289.714469,57.0,1230985
Ghana,Africa,2012,1645.515162,53.0,25366462
Zimbabwe,Africa,2012,908.782323,55.0,13724317
Gabon,Africa,2012,10929.879637,40.0,1632572
Central African Republic,Africa,2012,479.470984,98.0,4525209
Mauritania,Africa,2012,1042.822532,68.0,3796141
Sudan,Africa,2012,1694.554938,53.0,37195349
Ethiopia,Africa,2012,466.649438,46.0,91728849
Madagascar,Africa,2012,443.201848,41.0,22293914
Sao Tome and Principe,Africa,2012,1399.953482,38.0,188098
Equatorial Guinea,Africa,2012,22391.461786,71.0,736296
Liberia,Africa,2012,413.758573,56.0,4190435
Comoros,Africa,2012,830.517461,59.0,717503
Kenya,Africa,2012,932.518229,49.0,43178141
Rwanda,Africa,2012,622.578354,39.0,11457801
Sierra Leone,Africa,2012,633.478096,110.0,5978727
Cote d'Ivoire,Africa,2012,1243.986075,73.0,19839750
South Sudan,Africa,2012,974.392036,66.0,10837527
Guinea,Africa,2012,493.489953,67.0,11451273
Togo,Africa,2012,589.462089,57.0,6642928
Benin,Africa,2012,750.513124,58.0,10050702
Eritrea,Africa,2012,504.323408,37.0,6130922
Guinea-Bissau,Africa,2012,494.314378,80.0,1663558
Cameroon,Africa,2012,1219.957975,62.0,21699631
Congo (Brazzaville),Africa,2012,3153.739525,37.0,4337051
Senegal,Africa,2012,1023.288572,45.0,13726021
Mozambique,Africa,2012,570.41749,64.0,25203395
Malawi,Africa,2012,266.588966,46.0,15906483
Tanzania,Africa,2012,591.184493,38.0,47783107
Burkina Faso,Africa,2012,651.653315,66.0,16460141
Nigeria,Africa,2012,2742.342267,77.0,168833776
Congo (Kinshasa),Africa,2012,417.818378,88.0,65705093
Zambia,Africa,2012,1463.323585,57.0,14075099
"Gambia, The",Africa,2012,510.326229,50.0,1791225
Uganda,Africa,2012,551.155975,45.0,36345860
Angola,Africa,2012,5523.395784,104.0,20820525
Burundi,Africa,2012,251.014518,57.0,9849569
Chad,Africa,2012,1035.257946,90.0,12448175
Mali,Africa,2012,696.182313,79.0,14853572
Niger,Africa,2012,394.775831,62.0,17157042
Japan,Asia,2005,35766.554749,3.0,127773000
South Korea,Asia,2005,18654.671228,5.0,48138077
Singapore,Asia,2005,29771.672371,2.0,4265800
China,Asia,2005,1733.501059,20.0,1303720000
Thailand,Asia,2005,2684.584765,15.0,65559487
Georgia,Asia,2005,1469.974624,22.0,4361400
Armenia,Asia,2005,1625.396904,21.0,3014917
Azerbaijan,Asia,2005,1578.36733,44.0,8391850
Vietnam,Asia,2005,699.487893,24.0,82393500
Kazakhstan,Asia,2005,3771.278957,29.0,15147029
Sri Lanka,Asia,2005,1242.40435,12.0,19644000
Malaysia,Asia,2005,5572.008027,7.0,25843466
Mongolia,Asia,2005,998.75636,37.0,2526502
Uzbekistan,Asia,2005,546.77685,47.0,26167000
Brunei,Asia,2005,25913.578375,7.0,367815
Kyrgyzstan,Asia,2005,476.480098,34.0,5162600
Indonesia,Asia,2005,1274.050481,33.0,224480901
Maldives,Asia,2005,3335.194999,19.0,297576
Turkmenistan,Asia,2005,1706.956726,58.0,4747839
India,Asia,2005,739.923501,56.0,1127143548
Bhutan,Asia,2005,1258.990995,45.0,650417
Bangladesh,Asia,2005,421.123311,51.0,143135180
Cambodia,Asia,2005,471.162503,52.0,13356424
Philippines,Asia,2005,1200.169459,28.0,85821214
Laos,Asia,2005,472.408463,70.0,5790646
Pakistan,Asia,2005,696.32851,80.0,157971415
Nepal,Asia,2005,321.455019,47.0,25292058
Tajikistan,Asia,2005,339.764443,54.0,6805655
Timor-Leste,Asia,2005,487.440596,65.0,982889
Afghanistan,Asia,2005,252.407892,84.0,24860855
South Korea,Asia,2006,20879.871155,5.0,48371946
Japan,Asia,2006,34127.555653,3.0,127756000
Singapore,Asia,2006,33625.664561,2.0,4401400
Thailand,Asia,2006,3141.887598,15.0,65883961
China,Asia,2006,2067.092798,19.0,1311020000
Georgia,Asia,2006,1764.870436,20.0,4398000
Armenia,Asia,2006,2126.089566,20.0,3002911
Vietnam,Asia,2006,796.654361,23.0,83313000
Azerbaijan,Asia,2006,2472.997476,42.0,8484550
Malaysia,Asia,2006,6191.339433,7.0,26327098
Sri Lanka,Asia,2006,1423.477215,11.0,19858000
Brunei,Asia,2006,30613.276866,7.0,374697
Kazakhstan,Asia,2006,5291.574368,27.0,15308084
Mongolia,Asia,2006,1333.877158,35.0,2559496
Uzbekistan,Asia,2006,642.960415,45.0,26488250
Indonesia,Asia,2006,1602.91725,32.0,227709821
Maldives,Asia,2006,4304.056158,17.0,302825
Turkmenistan,Asia,2006,2140.455026,57.0,4801595
Bhutan,Asia,2006,1348.730837,43.0,665568
India,Asia,2006,830.061086,54.0,1143289350
Kyrgyzstan,Asia,2006,543.110702,33.0,5218400
Bangladesh,Asia,2006,427.291167,48.0,144868702
Cambodia,Asia,2006,536.657731,48.0,13555054
Nepal,Asia,2006,352.800975,44.0,25634043
Philippines,Asia,2006,1396.41508,27.0,87366573
Pakistan,Asia,2006,851.429875,79.0,160905794
Laos,Asia,2006,585.640575,68.0,5895930
Tajikistan,Asia,2006,406.963419,52.0,6954522
Timor-Leste,Asia,2006,463.038497,62.0,999053
Afghanistan,Asia,2006,275.350941,82.0,25631282
Japan,Asia,2007,34123.615929,3.0,127770750
South Korea,Asia,2007,23046.380924,4.0,48597652
Singapore,Asia,2007,39227.651135,2.0,4588600
Thailand,Asia,2007,3738.067298,14.0,66076927
China,Asia,2007,2648.182505,17.0,1317885000
Georgia,Asia,2007,2317.988501,19.0,4388400
Armenia,Asia,2007,3079.152187,19.0,2989882
Vietnam,Asia,2007,919.180889,22.0,84221100
Azerbaijan,Asia,2007,3851.437869,39.0,8581300
Malaysia,Asia,2007,7235.075317,7.0,26813819
Brunei,Asia,2007,32109.097753,8.0,381440
Sri Lanka,Asia,2007,1614.41111,11.0,20039000
Kazakhstan,Asia,2007,6781.109405,25.0,15484192
Indonesia,Asia,2007,1870.350037,31.0,230972808
Turkmenistan,Asia,2007,2606.741439,55.0,4858236
Mongolia,Asia,2007,1631.90104,33.0,2595068
India,Asia,2007,1069.799915,52.0,1159095250
Bhutan,Asia,2007,1760.60263,41.0,679365
Bangladesh,Asia,2007,467.136361,46.0,146457067
Maldives,Asia,2007,5002.54205,15.0,308239
Uzbekistan,Asia,2007,830.407694,44.0,26868000
Kyrgyzstan,Asia,2007,721.768691,32.0,5268400
Philippines,Asia,2007,1676.501618,27.0,88875548
Nepal,Asia,2007,397.904018,42.0,25950022
Cambodia,Asia,2007,628.426852,45.0,13747288
Pakistan,Asia,2007,927.234487,78.0,163928329
Laos,Asia,2007,702.270131,65.0,6013278
Tajikistan,Asia,2007,523.060652,50.0,7111025
Timor-Leste,Asia,2007,550.182081,59.0,1015482
Afghanistan,Asia,2007,373.591416,80.0,26349243
South Korea,Asia,2008,20429.55259,4.0,48948698
Japan,Asia,2008,37978.43827,3.0,127704040
Singapore,Asia,2008,39674.339794,2.0,4839400
Thailand,Asia,2008,4124.780503,13.0,66185340
China,Asia,2008,3412.209217,16.0,1324655000
Georgia,Asia,2008,2919.690052,17.0,4383800
Armenia,Asia,2008,3916.738107,18.0,2977488
Azerbaijan,Asia,2008,5574.603802,37.0,8763400
Vietnam,Asia,2008,1164.563271,22.0,85122300
Malaysia,Asia,2008,8460.81077,7.0,27302348
Brunei,Asia,2008,37093.990905,8.0,388017
Sri Lanka,Asia,2008,2013.911088,10.0,20217000
Bhutan,Asia,2008,1817.781058,38.0,692159
Indonesia,Asia,2008,2177.221669,30.0,234243489
Turkmenistan,Asia,2008,3918.933333,54.0,4917543
Mongolia,Asia,2008,2135.811338,32.0,2632834
India,Asia,2008,1038.596339,50.0,1174662334
Bangladesh,Asia,2008,537.638497,43.0,147969967
Maldives,Asia,2008,6027.32427,14.0,313843
Kazakhstan,Asia,2008,8485.389818,23.0,15674000
Uzbekistan,Asia,2008,1023.119641,43.0,27302800
Kyrgyzstan,Asia,2008,966.393627,30.0,5318700
Nepal,Asia,2008,477.932176,40.0,26249412
Philippines,Asia,2008,1925.390307,26.0,90371287
Cambodia,Asia,2008,742.571335,42.0,13940518
Pakistan,Asia,2008,1017.914804,76.0,167008083
Laos,Asia,2008,886.759652,63.0,6139127
Tajikistan,Asia,2008,709.437442,48.0,7275252
Timor-Leste,Asia,2008,672.16828,56.0,1032182
Afghanistan,Asia,2008,376.97767,79.0,27032197
South Korea,Asia,2009,18340.028935,4.0,49182038
Japan,Asia,2009,39511.450944,2.0,127557958
Singapore,Asia,2009,38495.468763,2.0,4987600
Thailand,Asia,2009,3983.262151,13.0,66277335
China,Asia,2009,3748.328651,15.0,1331260000
Georgia,Asia,2009,2440.961318,16.0,4410900
Armenia,Asia,2009,2913.574143,17.0,2968154
Azerbaijan,Asia,2009,4950.294791,35.0,8947243
Vietnam,Asia,2009,1232.199942,21.0,86025000
Brunei,Asia,2009,27211.882064,8.0,394400
Malaysia,Asia,2009,7268.716982,7.0,27790324
Sri Lanka,Asia,2009,2057.113672,10.0,20450000
Indonesia,Asia,2009,2273.809687,29.0,237486894
Bhutan,Asia,2009,1795.14947,36.0,704542
Bangladesh,Asia,2009,597.690953,41.0,149503100
Turkmenistan,Asia,2009,4059.95988,52.0,4978962
India,Asia,2009,1151.126945,48.0,1190138069
Kazakhstan,Asia,2009,7146.096855,21.0,16092701
Maldives,Asia,2009,6208.595511,12.0,319660
Mongolia,Asia,2009,1715.363735,30.0,2672223
Uzbekistan,Asia,2009,1181.84736,41.0,27767400
Nepal,Asia,2009,485.955155,38.0,26544943
Philippines,Asia,2009,1828.344565,26.0,91886400
Kyrgyzstan,Asia,2009,871.224389,29.0,5383300
Cambodia,Asia,2009,735.419263,39.0,14144225
Pakistan,Asia,2009,987.689166,75.0,170093999
Laos,Asia,2009,930.585945,61.0,6267968
Tajikistan,Asia,2009,668.620546,46.0,7447396
Timor-Leste,Asia,2009,787.966708,54.0,1049156
Afghanistan,Asia,2009,450.659239,77.0,27708187
South Korea,Asia,2010,22060.148269,4.0,49410366
Singapore,Asia,2010,46486.891091,2.0,5076700
Japan,Asia,2010,43154.022694,2.0,127450459
Thailand,Asia,2010,4804.049305,13.0,66402316
China,Asia,2010,4432.965415,14.0,1337705000
Georgia,Asia,2010,2613.756931,15.0,4452800
Armenia,Asia,2010,3124.784854,16.0,2963496
Vietnam,Asia,2010,1334.368619,21.0,86932500
Brunei,Asia,2010,30880.344857,8.0,400569
Azerbaijan,Asia,2010,5842.805784,34.0,9054332
Sri Lanka,Asia,2010,2400.015575,9.0,20653000
Malaysia,Asia,2010,8770.740104,7.0,28275835
Indonesia,Asia,2010,2945.863199,27.0,240676485
India,Asia,2010,1418.351892,46.0,1205624648
Bhutan,Asia,2010,2211.340513,34.0,716939
Bangladesh,Asia,2010,661.701808,39.0,151125475
Turkmenistan,Asia,2010,4392.719583,51.0,5041995
Maldives,Asia,2010,6552.484492,11.0,325694
Mongolia,Asia,2010,2285.645377,29.0,2712738
Kazakhstan,Asia,2010,9067.749013,19.0,16321581
Uzbekistan,Asia,2010,1377.08214,40.0,28562400
Nepal,Asia,2010,595.771626,36.0,26846016
Philippines,Asia,2010,2140.31196,25.0,93444322
Cambodia,Asia,2010,782.618889,37.0,14364931
Pakistan,Asia,2010,1022.239154,73.0,173149306
Kyrgyzstan,Asia,2010,880.037775,27.0,5447900
Laos,Asia,2010,1122.852316,59.0,6395713
Tajikistan,Asia,2010,739.732192,45.0,7627326
Timor-Leste,Asia,2010,876.117887,52.0,1066409
Afghanistan,Asia,2010,561.197617,75.0,28397812
Japan,Asia,2011,46237.880658,2.0,127817277
South Korea,Asia,2011,24106.337878,3.0,49779440
Singapore,Asia,2011,52857.997183,2.0,5183700
Thailand,Asia,2011,5197.042096,12.0,66576332
China,Asia,2011,5445.90181,13.0,1344130000
Georgia,Asia,2011,3219.605869,14.0,4483350
Armenia,Asia,2011,3421.704509,15.0,2964120
Vietnam,Asia,2011,1548.269581,20.0,87840000
Brunei,Asia,2011,41059.945091,8.0,406512
Sri Lanka,Asia,2011,2835.689967,9.0,20869000
Malaysia,Asia,2011,10049.039312,7.0,28758968
Azerbaijan,Asia,2011,7189.691229,32.0,9173082
Bhutan,Asia,2011,2523.674844,33.0,729429
Indonesia,Asia,2011,3470.034096,26.0,243801639
India,Asia,2011,1539.524442,45.0,1221156319
Bangladesh,Asia,2011,732.684933,37.0,152862431
Turkmenistan,Asia,2011,5724.541586,50.0,5106668
Uzbekistan,Asia,2011,1544.827773,39.0,29339400
Nepal,Asia,2011,694.141151,35.0,27156367
Maldives,Asia,2011,6515.737026,10.0,331964
Mongolia,Asia,2011,3181.104401,28.0,2754209
Kazakhstan,Asia,2011,11354.988343,18.0,16556600
Philippines,Asia,2011,2356.569179,25.0,95053437
Pakistan,Asia,2011,1214.760914,72.0,176166353
Cambodia,Asia,2011,878.383018,36.0,14605862
Kyrgyzstan,Asia,2011,1123.883168,25.0,5514600
Laos,Asia,2011,1265.709344,57.0,6521314
Tajikistan,Asia,2011,834.658657,43.0,7814850
Timor-Leste,Asia,2011,1007.058244,50.0,1120392
Afghanistan,Asia,2011,613.979192,74.0,29105480
Japan,Asia,2012,46565.778171,2.0,127561489
Thailand,Asia,2012,5480.272434,12.0,66785001
South Korea,Asia,2012,24397.832984,3.0,50004441
Singapore,Asia,2012,54024.546344,2.0,5312400
China,Asia,2012,6093.159448,12.0,1350695000
Georgia,Asia,2012,3528.733736,13.0,4490700
Armenia,Asia,2012,3353.973125,15.0,2969081
Vietnam,Asia,2012,1757.293048,20.0,88772900
Brunei,Asia,2012,41126.612843,8.0,412238
Sri Lanka,Asia,2012,2921.736345,9.0,20328000
Malaysia,Asia,2012,10430.942594,7.0,29239927
Azerbaijan,Asia,2012,7393.771877,31.0,9295784
Indonesia,Asia,2012,3552.560606,25.0,246864191
Bhutan,Asia,2012,2508.900461,31.0,741822
Bangladesh,Asia,2012,749.860849,35.0,154695368
India,Asia,2012,1504.018723,43.0,1236686732
Uzbekistan,Asia,2012,1719.036196,38.0,29774500
Turkmenistan,Asia,2012,6797.734307,48.0,5172931
Nepal,Asia,2012,699.080482,33.0,27474377
